date,ville,annee,marque,modele,couleur,km,vin,prix
2026-03-04,Montréal,2017,Ford,Explorer Platinum Sport Utility 4D,White,157032,1FM5K8HT9HGA49242,12800
2026-03-04,Montréal,2022,Ford,Explorer ST,Black,78172,1FM5K8GC0NGB74840,45750
2026-03-04,Montréal,2023,Ford,Explorer ST,White,32776,1FM5K8GC6PGA31913,54800
2026-03-04,Montréal,2025,Ford,Explorer ST,Black,28286,1FMWK8GC6SGA06393,62250
2026-02-26,Québec,2014,Ford,F-150 Lariat Crew Cab Std Bed,Red,101618,1FTFW1EF9EKE48115,13700
2026-03-05,Québec,2014,Ford,F-150 XLT Crew Cab Std Bed,Red,127322,1FTFW1EFXEFB04253,10600
2026-02-25,Montréal,2016,Ford,F-150 XLT Extended Cab Std Bed,White,285041,1FTEX1EPXGFB86859,8500
2026-03-05,Québec,2017,Ford,F-150 Lariat Crew Cab Std Bed,Black,319963,1FTFW1EF6HFC39766,6200
2026-03-04,Montréal,2021,Ford,F-150 XLT Crew Cab Short Bed,White,108298,1FTEW1EB2MKD48591,28400
2026-02-25,Montréal,2021,Ford,F-150 XLT Crew Cab Short Bed,Black,152559,1FTFW1E52MFC52886,21100
2026-03-04,Montréal,2022,Ford,F-150 Lariat Crew Cab Std Bed,Gray,56683,1FTFW1E82NFA54496,48300
2026-03-05,Québec,2022,Ford,F-150 XLT Crew Cab Short Bed,Black,220702,1FTEW1EP6NFB45953,20200
2026-03-05,Québec,2022,Ford,F-150 XLT Crew Cab Std Bed,Black,98707,1FTFW1E5XNFB44971,32600
2026-03-05,Québec,2022,Ford,F-150 XLT Crew Cab Std Bed,Blue,92209,1FTFW1E51NFC34476,40800
2026-02-25,Montréal,2022,Ford,F-150 XLT Crew Cab Std Bed,Blue,70981,1FTFW1E81NKE47946,39100
2026-02-25,Montréal,2022,Ford,F-150 XLT Crew Cab Std Bed,Red,62067,1FTFW1E85NKE86314,41000
2026-03-04,Montréal,2023,Ford,F-150 Lariat Crew Cab Short Bed,White,35657,1FTEW1EP3PKF43955,55600
2026-03-04,Montréal,2023,Ford,F-150 XLT,Black,80201,1FTFW1E83PFC46903,47000
2026-03-04,Montréal,2023,Ford,F-150 XLT Crew Cab Short Bed,White,64938,1FTEW1EP4PKD76974,43000
2026-03-05,Québec,2023,Ford,F-150 XLT Crew Cab Short Bed,Silver,50345,1FTEW1EP5PFD01001,47100
2026-03-04,Montréal,2023,Ford,F-150 XLT Crew Cab Std Bed,Gray,72745,1FTFW1E5XPFC51487,44750
2026-03-04,Montréal,2023,Ford,F-150 XLT Crew Cab Std Bed,Black,110915,1FTFW1E86PFC66658,41500
2026-03-04,Montréal,2024,Ford,F-150 Lariat Crew Cab Short Bed,Black,68379,1FTFW5L5XRFA78633,63000
2026-03-04,Montréal,2024,Ford,F-150 Lightning Flash Crew Cab Short Bed,Silver,39033,1FT6W3L74RWG18175,59750
2026-02-25,Montréal,2024,Ford,F-150 Lightning Flash Crew Cab Short Bed,Black,59553,1FT6W3L70RWG14558,50500
2026-02-25,Montréal,2024,Ford,F-150 XLT Crew Cab Short Bed,White,37679,1FTEW3LP5RKF49970,44700
2026-02-25,Montréal,2024,Ford,F-150 XLT Crew Cab Short Bed,Gray,24609,1FTEW3LPXRFA97622,52000
2026-02-25,Montréal,2024,Ford,F-150 XLT Crew Cab Std Bed,Black,28532,1FTFW3L82RKD84263,43000
2026-02-25,Montréal,2025,Ford,F-150 Lightning XLT Crew Cab Short Bed,Gray,19935,1FTVW3LK3SWG09831,52250
2026-03-05,Québec,2025,Ford,F-150 STX Crew Cab Short Bed,Blue,25692,1FTEW2LPXSKD58917,51900
2026-03-05,Québec,2016,Ford,Focus RS,Light Blue,111451,WF0DP3TH4G4117063,27700
2026-03-04,Montréal,2018,Ford,Fusion Energi SE,Silver,107353,3FA6P0PU2JR189434,5500
2026-03-04,Montréal,2021,Ford,Mustang Mach-E Premium,White,60076,3FMTK3SU0MMA64059,25200
2026-02-26,Québec,2022,Ford,Mustang Mach-E Premium AWD Long Range,Black,87310,3FMTK3SU5NMA31592,24500
2026-03-04,Montréal,2023,Ford,Mustang Mach-E Select,Gray,59371,3FMTK1SS9PMA49308,25750
2026-02-25,Montréal,2023,Ford,Mustang Mach-E Select,Gray,84821,3FMTK1S55PMA93719,23500
2026-03-04,Montréal,2024,Ford,Ranger XL Crew Cab Short Bed,Orange,44128,1FTER4PH7RLE26584,36400
2026-03-04,Montréal,2015,Ford,Super Duty F-550 DRW XLT Crew Cab Chassis Bed,White,61929,1FD0W5HY7FEA91622,6500
2026-03-05,Québec,2018,Ford,Super Duty F-350 DRW XLT Extended Cab Long Bed,White,210611,1FT8X3DT9JEB77283,30200
2026-03-04,Montréal,2019,Ford,Super Duty F-350 DRW XLT Crew Cab Long Bed,White,262728,1FT8W3DT0KEE38210,31100
2026-03-04,Montréal,2022,Ford,Super Duty F-250 SRW Lariat Crew Cab Std Bed,White,73937,1FT7W2BN9NED35902,59250
2026-03-04,Montréal,2024,Ford,Super Duty F-250 SRW Lariat Crew Cab Std Bed,Black,66515,1FT7W2BT8REE56652,85250
2026-03-04,Montréal,2016,Ford,Transit Connect XLT,White,276685,NM0LS7F71G1246710,700
2026-03-04,Montréal,2017,Ford,Transit Cargo Van T-350 148po EL HI RF 9500 GVWR SL,White,198001,1FTBW3XV1HKB50645,10200
2026-03-05,Québec,2018,Ford,Transit Van T-150 130po Low RF,White,255663,1FTYE1ZM0JKB00735,4400
2026-03-04,Montréal,2019,Ford,Transit Connect Van XLT,Black,179503,NM0LS7T20K1421434,3700
2026-02-25,Montréal,2019,Ford,Transit Van T-250 148po Low RF 9000 GVWR,White,189908,1FTYR2YM7KKA22029,13200
2026-03-04,Montréal,2020,Ford,Transit Cargo Van T-150 130po Low RF 8670 GVWR RWD,White,183377,1FTYE1Y82LKA70354,13000
2026-03-04,Montréal,2020,Ford,Transit Cargo Van T-250 148po EL HI RF 9070 GVWR AW,White,75333,1FTBR3U89LKA05450,33250
2026-02-25,Montréal,2020,Ford,Transit Cargo Van T-250 130po Med RF,White,278940,1FTNR2CG7FKA21862,9400
2026-03-04,Montréal,2023,Ford,Transit Cargo Van T-350 148po EL HI RF 9500 GVWR RW,White,155431,1FTBW3XG3PKA05137,26300
2026-03-04,Montréal,2023,Ford,Transit Cutaway T-350 RWD 156po 9500 GVWR SRW,Black,57395,1FDSW5P8XPKA84189,43750
2026-03-04,Montréal,2012,Freightliner,Business Class M2,White,303640,1FVACXDT0CHBE0373,7600
2026-03-04,Montréal,2012,Freightliner,Business Class M2 Cube,White,280184,1FVACXDT1CHBJ9312,7400
2026-03-04,Montréal,2023,Genesis,Electrified GV70 4D Utility,Uyuni White,31439,KMUMAET14PU006481,47500
2026-03-04,Montréal,2023,Genesis,Electrified GV70 4D Utility,Capri Blue,36141,KMUMAET13PU006942,47100
2026-03-04,Montréal,2023,Genesis,GV70 2.5T Advanced,Black,111711,KMUMADTB6PU147068,29000
2026-03-04,Montréal,2025,Genesis,GV70 Advanced Plus 2.5T,Savile Silver,3048,KMUMADTB0SU193357,53200
2026-02-25,Montréal,2023,GMC,Acadia SLE,Black,78895,1GKKNRL48PZ147920,28600
2026-02-26,Québec,2016,GMC,Canyon 4WD SLE Crew Cab Std Bed,Gray,166519,1GTG6CE35G1383245,15000
2026-02-26,Québec,2021,GMC,Canyon 4WD AT4 W/Leather Crew Cab Std B,White,89678,1GTP6FE16M1204710,34000
2026-02-25,Montréal,2022,GMC,Canyon 4WD Denali Crew Cab Std Bed,Black,36860,1GTG6EEN5N1145387,41750
2026-03-04,Montréal,2023,GMC,Canyon AT4X Crew Cab Short Bed,Black,27844,1GTP6EEK1P1212821,59000
2026-03-05,Québec,2024,GMC,Canyon Elevation Crew Cab Short Bed,Tan,23911,1GTP6BEK1R1245688,47000
2026-03-04,Montréal,2024,GMC,Canyon Elevation Crew Cab Short Bed,Tan,15533,1GTP6BEK3R1137184,45750
2026-03-04,Montréal,2024,GMC,Canyon Elevation Crew Cab Short Bed,Gray,19393,1GTP6BEK2R1277839,45000
2026-02-25,Montréal,2015,GMC,Savana Cargo Van RWD 2500 135po,White,154667,1GTW7FCFXF1129410,8300
2026-03-05,Québec,2023,GMC,Savana Commercial Cutaway Van 139po,White,55015,1GD07RF78P1114137,40200
2026-02-26,Québec,2013,GMC,Sierra 3500HD SLE Crew Cab Long Bed,Silver,360329,1GT423C88DF198117,6600
2026-02-25,Montréal,2016,GMC,Sierra 1500 SLE Crew Cab Std Bed,Silver,175898,3GTU2MEC0GG246526,12000
2026-03-04,Montréal,2017,GMC,Sierra 1500 4WD Double Cab 143.5po,Red,56118,1GTV2LEC3HZ183941,20500
2026-03-04,Montréal,2021,GMC,Sierra 1500 Denali Crew Cab Std Bed,Red,60463,1GTU9FED2MZ334456,51750
2026-03-04,Montréal,2021,GMC,Sierra 1500 Elevation Crew Cab Std Bed,White,104556,1GTU9CED6MZ191820,34000
2026-03-04,Montréal,2021,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,76641,1GTU9CED3MZ123653,42000
2026-02-25,Montréal,2021,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Red,83841,1GTU9CET6MZ334871,40200
2026-03-04,Montréal,2022,GMC,Sierra 1500 Elevation Crew Cab Std Bed,White,99221,3GTUUCET1NG505137,42000
2026-03-04,Montréal,2023,GMC,Sierra 1500 AT4 Crew Cab Std Bed,Black,52340,3GTUUEEL4PG248196,54500
2026-03-04,Montréal,2023,GMC,Sierra 1500 Denali Crew Cab Std Bed,Black,28091,3GTUUGEL4PG352747,56000
2026-03-04,Montréal,2023,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,53691,3GTPUCEK6PG193257,42000
2026-03-05,Québec,2023,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,53680,1GTPUCEK9PZ135742,46200
2026-03-04,Montréal,2023,GMC,Sierra 1500 Pro Crew Cab Std Bed,Black,36414,1GTUUAEDXPZ107084,40000
2026-03-04,Montréal,2024,GMC,Sierra 1500 AT4X Crew Cab Short Bed,Gray,40478,3GTUUFE84RG136129,58200
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Short Bed,White,41637,3GTPUCEK1RG273357,43750
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Red,29695,3GTUUCE83RG190620,53000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,White,30942,1GTUUCE84RZ392107,57500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,White,33387,1GTUUCED4RZ386773,59000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,30157,3GTUUCED4RG153721,46500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,23082,3GTUUCE85RG115224,53000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,42136,3GTUUCE80RG116037,52500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,White,56415,3GTPUCEK6RG156647,43250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,20691,3GTUUCED1RG236779,53500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,35743,3GTUUCE82RG241461,52750
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,47290,3GTUUCED9RG237484,50500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,31430,3GTPUCEK8RG154155,46250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,13130,3GTPUCEK0RG152495,47500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,White,27955,3GTUUCEDXRG243911,53500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,41220,3GTUUCED1RG153871,52250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,57946,3GTUUCE83RG197986,51000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,32008,3GTUUCE8XRG189352,51700
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,White,31623,1GTPUCEK4RZ304911,54000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,38808,3GTUUCE83RG239282,54500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,White,41625,3GTUUCED6RG220609,51250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,33947,3GTPUCEK6RG155532,46250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,30299,3GTPUCEK0RG278257,45750
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Black,48080,3GTUUCED2RG115095,49500
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,90122,1GTUUCE89RZ114013,46250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Elevation Crew Cab Std Bed,Gray,33823,3GTPUCEK2RG153244,45000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Black,21701,1GTPUAEK2RZ194784,43000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Gray,32540,1GTPUAEKXRZ238157,42000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Black,32177,1GTPUAEK6RZ207603,41250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,White,29570,1GTPUAEK9RZ220331,39250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Gray,26012,1GTRHAEK6RZ233036,43000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Black,39235,1GTPUAEK2RZ201572,39750
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Red,35082,1GTPUAEK6RZ236079,40250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Black,66735,1GTUUAED9RZ195435,43250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Black,40039,1GTUUAED5RZ229628,42250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,White,31884,1GTPUAEK9RZ192370,41000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Black,28747,1GTPUAEK9RZ208423,42000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Gray,30008,1GTPUAEKXRZ290694,43250
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Black,31660,1GTPUAEK2RZ249959,42000
2026-03-04,Montréal,2024,GMC,Sierra 1500 SLE,Black,28711,1GTVUBE80RZ139171,47000
2026-03-04,Montréal,2024,GMC,Sierra 1500 Pro Crew Cab Std Bed,Gray,26012,1GTPUAEK6RZ232036,43000
2026-03-04,Montréal,2024,GMC,Sierra 2500HD AT4 Crew Cab Long Bed,Black,56027,1GT19PEYXRF294292,86000
2026-03-04,Montréal,2024,GMC,Sierra 2500HD AT4 Crew Cab Std Bed,Gray,40487,1GT19PEY3RF280962,83750
2026-03-04,Montréal,2024,GMC,Sierra 2500HD Denali Crew Cab Std Bed,Gray,38643,1GT19REY7RF245403,94500
2026-03-04,Montréal,2024,GMC,Sierra 2500HD SLE Crew Cab Long Bed,Gray,50044,1GT19ME78RF324315,60750
2026-02-25,Montréal,2024,GMC,Sierra 3500HD Pro Crew Cab Long Bed,Black,9503,1GT49SEY9RF225965,76250
2026-03-05,Québec,2025,GMC,Sierra 1500 Pro Crew Cab Std Bed,Red,48032,1GTPUAEK7SZ212783,42200
2026-03-04,Montréal,2025,GMC,Sierra 3500HD Pro Crew Cab Long Bed,White,38574,1GT4USEY0SF293348,70500
2026-03-04,Montréal,2012,GMC,Terrain SLE-1,Gray,85279,2GKALMEK5C6293097,3100
2026-02-25,Montréal,2018,GMC,Terrain SLE Diesel,Black,140463,3GKALUEU5JL229328,9100
2026-03-05,Québec,2022,GMC,Terrain SLE,White,129113,3GKALTEV0NL163005,16600
2026-03-04,Montréal,2023,GMC,Terrain SLE,Black,108347,3GKALTEG4PL136832,20200
2026-03-04,Montréal,2024,GMC,Terrain Denali,Gray,21363,3GKALXEG4RL181389,33500
2026-03-04,Montréal,2024,GMC,Terrain SLE,White,23479,3GKALTEG2RL219209,27500
2026-03-04,Montréal,2022,GMC,Yukon XL AT4,Black,95363,1GKS2HKD4NR294916,62200
2026-02-25,Montréal,2024,GMC,Yukon SLE,Black,115881,1GKS2AKD6RR214142,54000
2026-03-04,Montréal,2016,Honda,Accord Coupe EX,White,89540,1HGCT1B71GA800672,15000
2026-03-04,Montréal,2018,Honda,Accord Sedan Sport,White,129663,1HGCV1F35JA802398,18000
2026-03-04,Montréal,2015,Honda,Civic Sedan LX,Blue,103281,2HGFB2F47FH060020,8900
2026-03-05,Québec,2016,Honda,Civic Sedan EX-T,Black,230690,2HGFC1F41GH102657,4900
2026-03-05,Québec,2017,Honda,Civic Sedan LX,Silver,97909,2HGFC2F58HH023566,12000
2026-03-05,Québec,2018,Honda,Civic Hatchback LX,Gray,151830,SHHFK7H26JU302266,12900
2026-03-04,Montréal,2018,Honda,Civic Hatchback Sport,Gray,147110,SHHFK7H49JU303994,13500
2026-03-04,Montréal,2020,Honda,Civic Sedan Touring,White,49586,2HGFC1F96LH101042,24100
2026-02-25,Montréal,2020,Honda,Civic Sedan LX,Gray,87068,2HGFC2F50LH033128,16300
2026-02-25,Montréal,2020,Honda,Civic Sedan EX,Blue,56313,2HGFC2F77LH031281,9300
2026-03-04,Montréal,2021,Honda,Civic Sedan EX,Black,35007,2HGFC2F73MH007643,19200
2026-02-26,Québec,2022,Honda,Civic Sedan LX,Gray,27759,,24500
2026-03-05,Québec,2022,Honda,Civic Sedan LX,Black,47169,2HGFE2F26NH131549,19700
2026-03-05,Québec,2022,Honda,Civic Sedan LX,Silver,61254,2HGFE2F21NH108471,19000
2026-03-04,Montréal,2022,Honda,Civic Sedan LX,Black,36905,2HGFE2F29NH111182,24400
2026-03-04,Montréal,2022,Honda,Civic Sedan LX,Gray,38872,2HGFE2F22NH128440,17800
2026-03-04,Montréal,2023,Honda,Civic Hatchback Sport,Gray,38605,19XFL1H87PE400124,28000
2026-03-04,Montréal,2023,Honda,Civic Sedan Sport,Gray,55106,2HGFE2F58PH105449,27200
2026-02-25,Montréal,2023,Honda,Civic Sedan Sport,Gray,56415,2HGFE2F53PH105438,26900
2026-02-25,Montréal,2024,Honda,Civic Sedan LX-B,White,24560,2HGFE2F25RH107586,25500
2026-03-04,Montréal,2024,Honda,Civic Sedan Sport,Gray,56185,2HGFE2F56RH104318,26800
2026-03-05,Québec,2009,Honda,CR-V LX,Silver,177484,5J6RE48359L813080,4200
2026-02-25,Montréal,2014,Honda,CR-V EX,Gray,153053,2HKRM4H53EH127824,11200
2026-03-04,Montréal,2015,Honda,CR-V SE,White,185317,2HKRM4H41FH121433,7300
2026-02-25,Montréal,2017,Honda,CR-V EX,White,161924,2HKRW2H59HH101439,14700
2026-03-04,Montréal,2017,Honda,CR-V EX-L,Silver,89723,2HKRW2H84HH138375,20900
2026-02-25,Montréal,2017,Honda,CR-V EX-L,Silver,191579,2HKRW2H85HH114618,12100
2026-02-25,Montréal,2018,Honda,CR-V EX,Red,179090,2HKRW2H55JH110385,11000
2026-02-26,Québec,2020,Honda,CR-V LX,Gray,69387,2HKRW1H29LH003021,21000
2026-03-04,Montréal,2021,Honda,CR-V LX,Black,86751,2HKRW2H24MH238854,23200
2026-03-05,Québec,2022,Honda,CR-V LX,White,62559,2HKRW2H22NH223075,27000
2026-02-25,Montréal,2022,Honda,CR-V LX,White,49902,2HKRW2H20NH223091,27400
2026-03-05,Québec,2024,Honda,CR-V EX-L,Gray,21957,2HKRS4H77RH105466,38400
2026-03-04,Montréal,2024,Honda,CR-V Sport,Grey,13299,2HKRS4H58RH110982,38000
2026-03-04,Montréal,2024,Honda,CR-V Sport,Black,39399,2HKRS4H58RH118631,37200
2026-03-04,Montréal,2024,Honda,CR-V Sport,Black,32879,2HKRS4H57RH112318,37100
2026-03-04,Montréal,2025,Honda,CR-V Sport,White,21800,2HKRS4H52SH113785,39000
2026-03-05,Québec,2025,Honda,CR-V Sport,Gray,21121,2HKRS4H58SH104850,38500
2026-02-25,Montréal,2025,Honda,CR-V Sport,White,2446,2HKRS4H58SH117503,40250
2026-02-26,Québec,2015,Honda,Fit LX,Red,194049,3HGGK5H50FM111340,4900
2026-02-25,Montréal,2016,Honda,HR-V EX,Green,69066,3CZRU6H59GM108732,13000
2026-03-05,Québec,2019,Honda,HR-V Sport,Blue,82456,3CZRU6H28KM102287,19700
2026-02-25,Montréal,2019,Honda,HR-V Sport,Red,77023,3CZRU6H25KM101131,22200
2026-02-25,Montréal,2022,Honda,HR-V LX,Black,33335,3CZRU6H36NM100583,25000
2026-02-25,Montréal,2022,Honda,HR-V LX,Black,33465,3CZRU6H39NM101310,23200
2026-02-25,Montréal,2022,Honda,HR-V LX,Black,44575,3CZRU6H31NM101303,24300
2026-02-25,Montréal,2022,Honda,HR-V Touring,Blue,108781,3CZRU6H93NM100481,20200
2026-03-04,Montréal,2023,Honda,HR-V EX-L Navi,Gray,105607,3CZRZ2H71PM104718,23800
2026-03-04,Montréal,2023,Honda,HR-V LX,White,15593,3CZRZ1H33PM100855,26000
2026-03-04,Montréal,2024,Honda,HR-V LX-B,White,16911,3CZRZ1H3XRM101410,28800
2026-02-26,Québec,2014,Honda,Odyssey Touring,Black,188664,5FNRL5H96EB510716,9500
2026-03-04,Montréal,2018,Honda,Odyssey EX,Gray,184213,5FNRL6H46JB509201,12700
2026-03-04,Montréal,2022,Honda,Odyssey EX-L RES,Gray,75583,5FNRL6H61NB502826,37000
2026-02-25,Montréal,2024,Honda,Odyssey Black Edition,Black,4526,5FNRL6H05RB501826,47700
2026-03-05,Québec,2022,Honda,Pilot Black Edition,Black,162268,5FNYF6H00NB503450,26000
2026-03-05,Québec,2014,Hyundai,Accent GL,White,135314,KMHCT5AE4EU147784,3200
2026-02-26,Québec,2016,Hyundai,Elantra L,Black,191929,5NPDH4AE5GH788475,1600
2026-03-04,Montréal,2017,Hyundai,Elantra GL,Blue,198227,KMHD84LF4HU169441,4500
2026-03-05,Québec,2020,Hyundai,Elantra Preferred,White,94038,KMHD84LF9LU946303,12600
2026-02-25,Montréal,2020,Hyundai,Elantra Preferred,Gray,119116,KMHD84LF1LU063862,11800
2026-03-04,Montréal,2022,Hyundai,Elantra 4D Sedan AT Essential,Black,73594,KMHLM4AG0NU345948,15800
2026-02-26,Québec,2022,Hyundai,Elantra Hybrid Ultimate,Blue,92656,KMHLN4AJXNU032432,17600
2026-03-04,Montréal,2022,Hyundai,Elantra Preferred,White,31925,KMHLM4AG3NU340565,17000
2026-03-05,Québec,2023,Hyundai,Elantra Essential,Black,44713,KMHLM4AG3PU603026,17000
2026-03-04,Montréal,2023,Hyundai,Elantra Preferred,Gray,68896,KMHLM4AG0PU416942,11750
2026-03-04,Montréal,2024,Hyundai,Elantra 4D Sedan AT Preferred,Cyber Gray,10936,KMHLM4DG4RU850697,21100
2026-03-05,Québec,2024,Hyundai,Elantra Preferred,Black,17501,KMHLM4DG2RU648800,21600
2026-03-04,Montréal,2024,Hyundai,Elantra Preferred,Abyss Black,30068,KMHLM4DG2RU825152,18100
2026-02-25,Montréal,2025,Hyundai,Elantra Luxury,Black,3590,KMHLN4DG8SU009064,25200
2026-03-04,Montréal,2025,Hyundai,Elantra Preferred,White,32593,KMHLM4DG2SU954904,23100
2026-03-04,Montréal,2023,Hyundai,Ioniq 5 Preferred,Gray,47448,KM8KRDAF8PU221871,33800
2026-03-04,Montréal,2023,Hyundai,Ioniq 5 Preferred Long Range-4D Utility,Lucid Blue,58769,KM8KN4AE7PU183360,26300
2026-03-04,Montréal,2024,Hyundai,Ioniq 5 Preferred LR AWD w/Ultimate Pk,Lucid Blue,7580,KM8KRDDF3RU327126,39900
2026-02-26,Québec,2018,Hyundai,Kona Luxury,White,137050,KM8K6CAA9JU142773,13000
2026-03-04,Montréal,2020,Hyundai,Kona Electric Preferred,Black,64287,KM8K23AGXLU063616,17500
2026-02-25,Montréal,2020,Hyundai,Kona Essential,White,162553,KM8K1CAA2LU540800,10800
2026-03-04,Montréal,2021,Hyundai,Kona Electric Preferred,Red,70483,KM8K23AG5MU134917,18600
2026-03-04,Montréal,2021,Hyundai,Kona Electric Preferred,Black,112428,KM8K23AG9MU113715,14000
2026-03-05,Québec,2021,Hyundai,Kona Preferred,Black,103319,KM8K2CAA4MU654697,17400
2026-02-26,Québec,2023,Hyundai,Kona Electric SEL Sport Utility 4D,Black,55340,KM8K33AG1PU191066,23200
2026-03-04,Montréal,2023,Hyundai,Kona Electric Ultimate-4D Utility,Abyss Black,48022,KM8K33AG5PU180524,24000
2026-03-04,Montréal,2023,Hyundai,Kona Preferred-4D Utility FWD,Galactic Gray,42233,KM8K22AB2PU988895,17600
2026-03-04,Montréal,2024,Hyundai,Kona 4D Utility AWD Preferred w/T,Abyss Black,20724,KM8HCCAB3RU093092,27900
2026-03-05,Québec,2024,Hyundai,Kona Essential,White,30307,KM8HACAB0RU154839,24200
2026-03-04,Montréal,2024,Hyundai,Kona Essential,Gray,46991,KM8HACAB9RU155407,24000
2026-03-05,Québec,2024,Hyundai,Kona N Line Ultima AWD,Cyber,530,KM8HECA30RU169449,31200
2026-03-04,Montréal,2024,Hyundai,Kona N Line-4D Utility AWD,Abyss Black,59680,KM8HACA32RU109250,23500
2026-03-04,Montréal,2025,Hyundai,Kona Preferred,Green,33517,KM8HCCAB5SU288312,28000
2026-03-04,Montréal,2022,Hyundai,Santa Fe Preferred,Blue,90007,5NMS3DAJ4NH433715,20200
2026-03-05,Québec,2022,Hyundai,Santa Fe Ultimate Calligraphy,Calypso,33404,5NMS5DAL6NH441679,32600
2026-02-25,Montréal,2022,Hyundai,Santa Fe Hybrid Luxury,White,65702,KM8S5DA17NU013414,27000
2026-03-04,Montréal,2023,Hyundai,Santa Fe Hybrid Luxury,White,43765,5NMP5DGLXRH...,32000
2026-03-05,Québec,2023,Hyundai,Santa Fe Hybrid Luxury AWD,White,62139,KM8S5DA13PU086654,29600
2026-02-25,Montréal,2023,Hyundai,Santa Fe Preferred,Gray,28704,5NMS3DAJ3PH602741,31200
2026-02-25,Montréal,2023,Hyundai,Santa Fe Preferred,White,55891,5NMS3DAJ9PH610942,27200
2026-03-04,Montréal,2024,Hyundai,Santa Cruz Preferred,White,53462,5NTJCDDF1RH123857,32500
2026-03-04,Montréal,2024,Hyundai,Santa Cruz Preferred,Black,70160,5NTJCDDF7RH123796,29300
2026-03-04,Montréal,2024,Hyundai,Santa Fe Ultimate Calligraphy,Serenity White,7465,5NMP5DGLXRH064003,46300
2026-03-04,Montréal,2025,Hyundai,Santa Cruz Preferred,Gray,36939,5NTJCDDF3SH142478,35200
2026-02-25,Montréal,2025,Hyundai,Santa Cruz Preferred,White,30090,5NTJCDDF1SH142494,35000
2026-03-04,Montréal,2022,Hyundai,Sonata Sport,Grey,33953,KMHL44J20NA219580,21300
2026-03-04,Montréal,2023,Hyundai,Sonata N Line-4D Sedan,Abyss Black,75763,KMHL54JCXPA281108,22800
